Store,Date,Volume (units), Sales ($s) , Price 
21,2/2/2019,92," $1,379 ", $14.99 
21,2/1/2019,150," $1,662 ", $11.08 
21,1/31/2019,103," $1,409 ", $13.68 
21,1/30/2019,179," $2,596 ", $14.50 
21,1/29/2019,145," $2,090 ", $14.41 
21,1/28/2019,106," $1,464 ", $13.81 
21,1/27/2019,107," $1,604 ", $14.99 
21,1/26/2019,143," $2,144 ", $14.99 
21,1/25/2019,68," $1,019 ", $14.99 
21,1/24/2019,63, $944 , $14.99 
21,1/23/2019,101," $1,514 ", $14.99 
21,1/22/2019,151," $1,878 ", $12.44 
21,1/21/2019,131," $1,877 ", $14.33 
21,1/20/2019,78," $1,169 ", $14.99 
21,1/19/2019,128," $1,734 ", $13.55 
21,1/18/2019,100," $1,499 ", $14.99 
21,1/17/2019,115," $1,671 ", $14.53 
21,1/16/2019,109," $1,634 ", $14.99 
21,1/15/2019,61, $867 , $14.21 
21,1/14/2019,128," $1,919 ", $14.99 
21,1/13/2019,88," $1,308 ", $14.87 
21,1/12/2019,118," $1,669 ", $14.14 
21,1/11/2019,103," $1,544 ", $14.99 
21,1/10/2019,168," $1,903 ", $11.33 
21,1/9/2019,165," $2,031 ", $12.31 
21,1/8/2019,102," $1,429 ", $14.01 
21,1/7/2019,83," $1,243 ", $14.98 
21,1/6/2019,113," $1,590 ", $14.07 
21,1/5/2019,162," $1,988 ", $12.27 
21,1/4/2019,58, $869 , $14.99 
21,1/3/2019,193," $1,893 ", $9.81 
21,1/2/2019,121," $1,747 ", $14.44 
21,1/1/2019,126," $1,611 ", $12.78 
22,8/31/2019,106," $1,569 ", $14.80 
22,8/30/2019,113," $1,694 ", $14.99 
22,8/29/2019,74," $1,109 ", $14.99 
22,8/28/2019,101," $1,514 ", $14.99 
22,8/27/2019,69," $1,034 ", $14.99 
22,8/26/2019,113," $1,559 ", $13.80 
22,8/25/2019,72," $1,079 ", $14.99 
22,8/24/2019,124," $1,829 ", $14.75 
22,8/23/2019,91," $1,364 ", $14.99 
22,8/22/2019,178," $2,283 ", $12.82 
22,8/21/2019,91," $1,364 ", $14.99 
22,8/20/2019,134," $2,009 ", $14.99 
22,8/19/2019,119," $1,784 ", $14.99 
22,8/18/2019,185," $2,239 ", $12.10 
22,8/17/2019,110," $1,649 ", $14.99 
22,8/16/2019,109," $1,634 ", $14.99 
22,8/15/2019,183," $2,194 ", $11.99 
22,8/14/2019,94," $1,409 ", $14.99 
22,8/13/2019,150," $1,996 ", $13.30 
22,8/12/2019,216," $2,397 ", $11.10 
22,8/11/2019,138," $1,829 ", $13.26 
22,8/10/2019,103," $1,427 ", $13.85 
22,8/9/2019,133," $1,879 ", $14.13 
22,8/8/2019,145," $2,040 ", $14.07 
22,8/7/2019,109," $1,634 ", $14.99 
22,8/6/2019,87," $1,294 ", $14.87 
22,8/5/2019,161," $2,020 ", $12.55 
22,8/4/2019,92," $1,379 ", $14.99 
22,8/3/2019,80," $1,199 ", $14.99 
22,8/2/2019,143," $2,030 ", $14.20 
22,8/1/2019,100," $1,467 ", $14.67 
22,7/31/2019,128," $1,783 ", $13.93 
22,7/30/2019,183," $2,282 ", $12.47 
22,7/29/2019,125," $1,874 ", $14.99 
22,7/28/2019,107," $1,552 ", $14.50 
22,7/27/2019,111," $1,664 ", $14.99 
22,7/26/2019,120," $1,799 ", $14.99 
22,7/25/2019,144," $1,824 ", $12.67 
22,7/24/2019,105," $1,574 ", $14.99 
22,7/23/2019,115," $1,724 ", $14.99 
22,7/22/2019,86," $1,289 ", $14.99 
22,7/21/2019,57, $854 , $14.99 
22,7/20/2019,87," $1,277 ", $14.67 
22,7/19/2019,84," $1,259 ", $14.99 
22,7/18/2019,82," $1,229 ", $14.99 
22,7/17/2019,93," $1,394 ", $14.99 
22,7/16/2019,92," $1,379 ", $14.99 
22,7/15/2019,128," $1,919 ", $14.99 
22,7/14/2019,91," $1,348 ", $14.81 
22,7/13/2019,64, $968 , $15.13 
22,7/12/2019,114," $1,709 ", $14.99 
22,7/11/2019,93," $1,394 ", $14.99 
22,7/10/2019,133," $1,836 ", $13.80 
22,7/9/2019,156," $2,018 ", $12.94 
22,7/8/2019,109," $1,634 ", $14.99 
22,7/7/2019,152," $1,867 ", $12.29 
22,7/6/2019,81," $1,161 ", $14.33 
22,7/5/2019,90," $1,349 ", $14.99 
22,7/4/2019,151," $1,931 ", $12.79 
22,7/3/2019,102," $1,507 ", $14.77 
22,7/2/2019,126," $1,889 ", $14.99 
22,7/1/2019,104," $1,559 ", $14.99 
22,6/30/2019,98," $1,469 ", $14.99 
22,6/29/2019,106," $1,589 ", $14.99 
22,6/28/2019,133," $1,766 ", $13.28 
22,6/27/2019,121," $1,814 ", $14.99 
22,6/26/2019,111," $1,664 ", $14.99 
22,6/25/2019,103," $1,544 ", $14.99 
22,6/24/2019,82," $1,229 ", $14.99 
22,6/23/2019,146," $2,140 ", $14.66 
22,6/22/2019,145," $1,960 ", $13.52 
22,6/21/2019,121," $1,546 ", $12.77 
22,6/20/2019,110," $1,591 ", $14.46 
22,6/19/2019,168," $1,951 ", $11.61 
22,6/18/2019,74," $1,109 ", $14.99 
22,6/17/2019,89," $1,334 ", $14.99 
22,6/16/2019,81," $1,214 ", $14.99 
22,6/15/2019,151," $2,057 ", $13.62 
22,6/14/2019,119," $1,784 ", $14.99 
22,6/13/2019,214," $2,419 ", $11.30 
22,6/12/2019,166," $2,059 ", $12.40 
22,6/11/2019,122," $1,829 ", $14.99 
22,6/10/2019,118," $1,769 ", $14.99 
22,6/9/2019,105," $1,574 ", $14.99 
22,6/8/2019,96," $1,439 ", $14.99 
22,6/7/2019,134," $1,712 ", $12.77 
22,6/6/2019,120," $1,468 ", $12.23 
22,6/5/2019,127," $1,736 ", $13.67 
22,6/4/2019,91," $1,364 ", $14.99 
22,6/3/2019,185," $2,299 ", $12.43 
22,6/2/2019,93," $1,289 ", $13.86 
22,6/1/2019,85," $1,274 ", $14.99 
22,5/31/2019,144," $2,159 ", $14.99 
22,5/30/2019,222," $2,291 ", $10.32 
22,5/29/2019,143," $2,061 ", $14.41 
22,5/28/2019,77," $1,154 ", $14.99 
22,5/27/2019,107," $1,533 ", $14.33 
22,5/26/2019,79," $1,184 ", $14.99 
22,5/25/2019,80," $1,199 ", $14.99 
22,5/24/2019,122," $1,724 ", $14.13 
22,5/23/2019,125," $1,640 ", $13.12 
22,5/22/2019,154," $2,046 ", $13.29 
22,5/21/2019,83," $1,244 ", $14.99 
22,5/20/2019,100," $1,465 ", $14.65 
22,5/19/2019,158," $1,789 ", $11.33 
22,5/18/2019,75," $1,124 ", $14.99 
22,5/17/2019,122," $1,829 ", $14.99 
22,5/16/2019,147," $1,821 ", $12.39 
22,5/15/2019,94," $1,381 ", $14.69 
22,5/14/2019,129," $1,715 ", $13.30 
22,5/13/2019,113," $1,562 ", $13.83 
22,5/12/2019,117," $1,754 ", $14.99 
22,5/11/2019,80," $1,199 ", $14.99 
22,5/10/2019,110," $1,649 ", $14.99 
22,5/9/2019,84," $1,259 ", $14.99 
22,5/8/2019,103," $1,401 ", $13.60 
22,5/7/2019,168," $2,003 ", $11.92 
22,5/6/2019,164," $2,073 ", $12.64 
22,5/5/2019,112," $1,679 ", $14.99 
22,5/4/2019,113," $1,694 ", $14.99 
22,5/3/2019,94," $1,409 ", $14.99 
22,5/2/2019,180," $2,255 ", $12.53 
22,5/1/2019,154," $2,126 ", $13.81 
22,4/30/2019,129," $1,934 ", $14.99 
22,4/29/2019,107," $1,485 ", $13.88 
22,4/28/2019,124," $1,859 ", $14.99 
22,4/27/2019,104," $1,559 ", $14.99 
22,4/26/2019,61, $914 , $14.99 
22,4/25/2019,103," $1,544 ", $14.99 
22,4/24/2019,126," $1,829 ", $14.52 
22,4/23/2019,147," $1,647 ", $11.20 
22,4/22/2019,103," $1,422 ", $13.81 
22,4/21/2019,104," $1,559 ", $14.99 
22,4/20/2019,152," $2,152 ", $14.16 
22,4/19/2019,138," $2,050 ", $14.85 
22,4/18/2019,122," $1,829 ", $14.99 
22,4/17/2019,113," $1,694 ", $14.99 
22,4/16/2019,175," $1,953 ", $11.16 
22,4/15/2019,96," $1,332 ", $13.87 
22,4/14/2019,165," $1,719 ", $10.42 
22,4/13/2019,97," $1,407 ", $14.51 
22,4/12/2019,50, $750 , $14.99 
22,4/11/2019,103," $1,400 ", $13.59 
22,4/10/2019,105," $1,515 ", $14.43 
22,4/9/2019,131," $1,829 ", $13.96 
22,4/8/2019,114," $1,709 ", $14.99 
22,4/7/2019,126," $1,889 ", $14.99 
22,4/6/2019,64, $939 , $14.67 
22,4/5/2019,163," $1,907 ", $11.70 
22,4/4/2019,177," $2,164 ", $12.23 
22,4/3/2019,142," $1,894 ", $13.34 
22,4/2/2019,70," $1,049 ", $14.99 
22,4/1/2019,82," $1,229 ", $14.99 
22,3/31/2019,147," $1,899 ", $12.92 
22,3/30/2019,172," $1,684 ", $9.79 
22,3/29/2019,126," $1,679 ", $13.32 
22,3/28/2019,142," $1,841 ", $12.97 
22,3/27/2019,116," $1,739 ", $14.99 
22,3/26/2019,122," $1,829 ", $14.99 
22,3/25/2019,119," $1,784 ", $14.99 
22,3/24/2019,159," $2,136 ", $13.43 
22,3/23/2019,81," $1,167 ", $14.41 
22,3/22/2019,139," $1,963 ", $14.12 
22,3/21/2019,141," $1,934 ", $13.72 
22,3/20/2019,110," $1,649 ", $14.99 
22,3/19/2019,78," $1,131 ", $14.50 
22,3/18/2019,81," $1,214 ", $14.99 
22,3/17/2019,141," $1,698 ", $12.04 
22,3/16/2019,122," $1,678 ", $13.75 
22,3/15/2019,78," $1,169 ", $14.99 
22,3/14/2019,163," $2,124 ", $13.03 
22,3/13/2019,67," $1,004 ", $14.99 
22,3/12/2019,62, $929 , $14.99 
22,3/11/2019,89," $1,334 ", $14.99 
22,3/10/2019,70," $1,044 ", $14.92 
22,3/9/2019,67," $1,004 ", $14.99 
22,3/8/2019,159," $1,893 ", $11.91 
22,3/7/2019,84," $1,259 ", $14.99 
22,3/6/2019,92," $1,302 ", $14.15 
22,3/5/2019,140," $1,700 ", $12.14 
22,3/4/2019,139," $1,896 ", $13.64 
22,3/3/2019,155," $2,053 ", $13.25 
22,3/2/2019,180," $1,981 ", $11.01 
22,3/1/2019,91," $1,364 ", $14.99 
22,2/28/2019,82," $1,229 ", $14.99 
22,2/27/2019,100," $1,499 ", $14.99 
22,2/26/2019,89," $1,334 ", $14.99 
22,2/25/2019,88," $1,305 ", $14.83 
22,2/24/2019,171," $2,015 ", $11.79 
22,2/23/2019,61, $914 , $14.99 
22,2/22/2019,85," $1,274 ", $14.99 
22,2/21/2019,137," $1,836 ", $13.40 
22,2/20/2019,95," $1,424 ", $14.99 
22,2/19/2019,100," $1,499 ", $14.99 
22,2/18/2019,191," $2,006 ", $10.50 
22,2/17/2019,189," $2,219 ", $11.74 
22,2/16/2019,100," $1,499 ", $14.99 
22,2/15/2019,124," $1,859 ", $14.99 
22,2/14/2019,82," $1,229 ", $14.99 
22,2/13/2019,127," $1,722 ", $13.56 
22,2/12/2019,94," $1,409 ", $14.99 
22,2/11/2019,69," $1,008 ", $14.61 
22,2/10/2019,118," $1,714 ", $14.52 
22,2/9/2019,105," $1,574 ", $14.99 
22,2/8/2019,119," $1,573 ", $13.22 
22,2/7/2019,75," $1,124 ", $14.99 
22,2/6/2019,102," $1,529 ", $14.99 
22,2/5/2019,81," $1,214 ", $14.99 
22,2/4/2019,121," $1,814 ", $14.99 
22,2/3/2019,144," $1,877 ", $13.03 
22,2/2/2019,139," $1,840 ", $13.24 
22,2/1/2019,77," $1,154 ", $14.99 
22,1/31/2019,105," $1,508 ", $14.36 
22,1/30/2019,139," $1,996 ", $14.36 
22,1/29/2019,84," $1,259 ", $14.99 
22,1/28/2019,117," $1,726 ", $14.75 
22,1/27/2019,124," $1,859 ", $14.99 
22,1/26/2019,80," $1,199 ", $14.99 
22,1/25/2019,156," $2,160 ", $13.85 
22,1/24/2019,152," $2,018 ", $13.28 
22,1/23/2019,104," $1,559 ", $14.99 
22,1/22/2019,112," $1,604 ", $14.32 
22,1/21/2019,203," $2,211 ", $10.89 
22,1/20/2019,55, $824 , $14.99 
22,1/19/2019,120," $1,702 ", $14.18 
22,1/18/2019,181," $2,057 ", $11.37 
22,1/17/2019,175," $1,996 ", $11.40 
22,1/16/2019,97," $1,454 ", $14.99 
22,1/15/2019,134," $1,749 ", $13.05 
22,1/14/2019,81," $1,214 ", $14.99 
22,1/13/2019,134," $1,859 ", $13.88 
22,1/12/2019,170," $1,976 ", $11.62 
22,1/11/2019,118," $1,745 ", $14.79 
22,1/10/2019,110," $1,649 ", $14.99 
22,1/9/2019,79," $1,184 ", $14.99 
22,1/8/2019,120," $1,799 ", $14.99 
22,1/7/2019,145," $1,950 ", $13.45 
22,1/6/2019,91," $1,364 ", $14.99 
22,1/5/2019,103," $1,451 ", $14.09 
22,1/4/2019,75," $1,110 ", $14.81 
22,1/3/2019,109," $1,622 ", $14.88 
22,1/2/2019,143," $1,992 ", $13.93 
22,1/1/2019,82," $1,229 ", $14.99 
23,8/31/2019,72," $1,079 ", $14.99 
23,8/30/2019,109," $1,634 ", $14.99 
23,8/29/2019,137," $1,946 ", $14.20 
23,8/28/2019,121," $1,814 ", $14.99 
23,8/27/2019,123," $1,844 ", $14.99 
23,8/26/2019,217," $2,466 ", $11.37 
23,8/25/2019,111," $1,662 ", $14.97 
23,8/24/2019,127," $1,632 ", $12.85 
23,8/23/2019,85," $1,274 ", $14.99 
23,8/22/2019,191," $2,418 ", $12.66 
23,8/21/2019,165," $2,215 ", $13.43 
23,8/20/2019,135," $1,804 ", $13.36 
23,8/19/2019,114," $1,709 ", $14.99 
23,8/18/2019,109," $1,500 ", $13.76 
23,8/17/2019,111," $1,561 ", $14.06 
23,8/16/2019,100," $1,499 ", $14.99 
23,8/15/2019,89," $1,333 ", $14.98 
23,8/14/2019,110," $1,605 ", $14.59 
23,8/13/2019,62, $922 , $14.87 
23,8/12/2019,112," $1,679 ", $14.99 
23,8/11/2019,104," $1,559 ", $14.99 
23,8/10/2019,197," $2,051 ", $10.41 
23,8/9/2019,148," $2,025 ", $13.68 
23,8/8/2019,112," $1,679 ", $14.99 
23,8/7/2019,136," $2,039 ", $14.99 
23,8/6/2019,185," $2,773 ", $14.99 
23,8/5/2019,80," $1,199 ", $14.99 
23,8/4/2019,182," $1,839 ", $10.11 
23,8/3/2019,66, $989 , $14.99 
23,8/2/2019,69," $1,034 ", $14.99 
23,8/1/2019,108," $1,619 ", $14.99 
23,7/31/2019,165," $2,072 ", $12.56 
23,7/30/2019,142," $1,563 ", $11.01 
23,7/29/2019,105," $1,574 ", $14.99 
23,7/28/2019,93," $1,394 ", $14.99 
23,7/27/2019,115," $1,724 ", $14.99 
23,7/26/2019,65, $974 , $14.99 
23,7/25/2019,131," $1,961 ", $14.97 
23,7/24/2019,111," $1,661 ", $14.96 
23,7/23/2019,173," $2,103 ", $12.15 
23,7/22/2019,168," $1,972 ", $11.74 
23,7/21/2019,125," $1,874 ", $14.99 
23,7/20/2019,128," $1,919 ", $14.99 
23,7/19/2019,128," $1,919 ", $14.99 
23,7/18/2019,85," $1,274 ", $14.99 
23,7/17/2019,104," $1,559 ", $14.99 
23,7/16/2019,136," $1,585 ", $11.65 
23,7/15/2019,188," $2,208 ", $11.74 
23,7/14/2019,165," $1,995 ", $12.09 
23,7/13/2019,138," $2,022 ", $14.65 
23,7/12/2019,98," $1,469 ", $14.99 
23,7/11/2019,25, $472 , $18.89 
23,7/10/2019,137," $2,048 ", $14.95 
23,7/9/2019,95," $1,424 ", $14.99 
23,7/8/2019,88," $1,282 ", $14.57 
23,7/7/2019,150," $2,019 ", $13.46 
23,7/6/2019,117," $1,753 ", $14.98 
23,7/5/2019,147," $2,069 ", $14.08 
23,7/4/2019,103," $1,544 ", $14.99 
23,7/3/2019,107," $1,604 ", $14.99 
23,7/2/2019,133," $1,780 ", $13.38 
23,7/1/2019,101," $1,508 ", $14.93 
23,6/30/2019,191," $2,126 ", $11.13 
23,6/29/2019,95," $1,424 ", $14.99 
23,6/28/2019,194," $2,341 ", $12.07 
23,6/27/2019,118," $1,769 ", $14.99 
23,6/26/2019,79," $1,184 ", $14.99 
23,6/25/2019,211," $2,495 ", $11.83 
23,6/24/2019,181," $2,026 ", $11.19 
23,6/23/2019,101," $1,479 ", $14.65 
23,6/22/2019,105," $1,574 ", $14.99 
23,6/21/2019,146," $2,086 ", $14.29 
23,6/20/2019,100," $1,499 ", $14.99 
23,6/19/2019,98," $1,469 ", $14.99 
23,6/18/2019,87," $1,304 ", $14.99 
23,6/17/2019,131," $1,774 ", $13.54 
23,6/16/2019,118," $1,769 ", $14.99 
23,6/15/2019,214," $2,489 ", $11.63 
23,6/14/2019,135," $2,024 ", $14.99 
23,6/13/2019,122," $1,829 ", $14.99 
23,6/12/2019,91," $1,291 ", $14.18 
23,6/11/2019,95," $1,332 ", $14.02 
23,6/10/2019,144," $2,035 ", $14.13 
23,6/9/2019,100," $1,499 ", $14.99 
23,6/8/2019,154," $2,107 ", $13.68 
23,6/7/2019,101," $1,514 ", $14.99 
23,6/6/2019,101," $1,514 ", $14.99 
23,6/5/2019,113," $1,612 ", $14.27 
23,6/4/2019,61, $914 , $14.99 
23,6/3/2019,102," $1,517 ", $14.87 
23,6/2/2019,154," $1,925 ", $12.50 
23,6/1/2019,99," $1,484 ", $14.99 
23,5/31/2019,76," $1,139 ", $14.99 
23,5/30/2019,100," $1,450 ", $14.50 
23,5/29/2019,79," $1,184 ", $14.99 
23,5/28/2019,87," $1,304 ", $14.99 
23,5/27/2019,94," $1,373 ", $14.61 
23,5/26/2019,164," $2,231 ", $13.60 
23,5/25/2019,123," $1,743 ", $14.17 
23,5/24/2019,132," $1,751 ", $13.27 
23,5/23/2019,156," $2,153 ", $13.80 
23,5/22/2019,105," $1,574 ", $14.99 
23,5/21/2019,127," $1,695 ", $13.35 
23,5/20/2019,208," $2,120 ", $10.19 
23,5/19/2019,84," $1,259 ", $14.99 
23,5/18/2019,128," $1,919 ", $14.99 
23,5/17/2019,139," $2,027 ", $14.58 
23,5/16/2019,104," $1,496 ", $14.38 
23,5/15/2019,115," $1,724 ", $14.99 
23,5/14/2019,172," $2,282 ", $13.27 
23,5/13/2019,133," $1,994 ", $14.99 
23,5/12/2019,168," $2,351 ", $14.00 
23,5/11/2019,95," $1,424 ", $14.99 
23,5/10/2019,83," $1,203 ", $14.50 
23,5/9/2019,173," $2,116 ", $12.23 
23,5/8/2019,107," $1,604 ", $14.99 
23,5/7/2019,74," $1,109 ", $14.99 
23,5/6/2019,118," $1,766 ", $14.97 
23,5/5/2019,105," $1,505 ", $14.34 
23,5/4/2019,76," $1,139 ", $14.99 
23,5/3/2019,91," $1,364 ", $14.99 
23,5/2/2019,171," $2,021 ", $11.82 
23,5/1/2019,88," $1,319 ", $14.99 
23,4/30/2019,124," $1,859 ", $14.99 
23,4/29/2019,134," $1,803 ", $13.46 
23,4/28/2019,105," $1,574 ", $14.99 
23,4/27/2019,112," $1,651 ", $14.74 
23,4/26/2019,116," $1,739 ", $14.99 
23,4/25/2019,165," $2,176 ", $13.19 
23,4/24/2019,127," $1,686 ", $13.28 
23,4/23/2019,134," $1,799 ", $13.43 
23,4/22/2019,81," $1,147 ", $14.17 
23,4/21/2019,109," $1,463 ", $13.42 
23,4/20/2019,113," $1,694 ", $14.99 
23,4/19/2019,59, $884 , $14.99 
23,4/18/2019,140," $1,829 ", $13.06 
23,4/17/2019,111," $1,664 ", $14.99 
23,4/16/2019,76," $1,139 ", $14.99 
23,4/15/2019,88," $1,319 ", $14.99 
23,4/14/2019,89," $1,298 ", $14.58 
23,4/13/2019,90," $1,247 ", $13.85 
23,4/12/2019,112," $1,671 ", $14.92 
23,4/11/2019,122," $1,829 ", $14.99 
23,4/10/2019,127," $1,904 ", $14.99 
23,4/9/2019,187," $2,437 ", $13.03 
23,4/8/2019,98," $1,469 ", $14.99 
23,4/7/2019,102," $1,529 ", $14.99 
23,4/6/2019,131," $1,911 ", $14.58 
23,4/5/2019,121," $1,814 ", $14.99 
23,4/4/2019,153," $2,109 ", $13.78 
23,4/3/2019,128," $1,549 ", $12.10 
23,4/2/2019,52, $779 , $14.99 
23,4/1/2019,117," $1,663 ", $14.22 
23,3/31/2019,119," $1,739 ", $14.61 
23,3/30/2019,90," $1,337 ", $14.86 
23,3/29/2019,113," $1,592 ", $14.09 
23,3/28/2019,192," $1,981 ", $10.32 
23,3/27/2019,128," $1,919 ", $14.99 
23,3/26/2019,118," $1,769 ", $14.99 
23,3/25/2019,79," $1,184 ", $14.99 
23,3/24/2019,74," $1,109 ", $14.99 
23,3/23/2019,127," $1,904 ", $14.99 
23,3/22/2019,113," $1,694 ", $14.99 
23,3/21/2019,174," $2,346 ", $13.48 
23,3/20/2019,87," $1,304 ", $14.99 
23,3/19/2019,142," $2,129 ", $14.99 
23,3/18/2019,143," $1,951 ", $13.65 
23,3/17/2019,130," $1,949 ", $14.99 
23,3/16/2019,195," $2,241 ", $11.49 
23,3/15/2019,111," $1,635 ", $14.73 
23,3/14/2019,103," $1,544 ", $14.99 
23,3/13/2019,130," $1,672 ", $12.86 
23,3/12/2019,91," $1,364 ", $14.99 
23,3/11/2019,162," $1,907 ", $11.77 
23,3/10/2019,122," $1,475 ", $12.09 
23,3/9/2019,99," $1,418 ", $14.32 
23,3/8/2019,80," $1,199 ", $14.99 
23,3/7/2019,140," $1,605 ", $11.47 
23,3/6/2019,114," $1,709 ", $14.99 
23,3/5/2019,127," $1,904 ", $14.99 
23,3/4/2019,123," $1,844 ", $14.99 
23,3/3/2019,182," $2,187 ", $12.02 
23,3/2/2019,96," $1,425 ", $14.84 
23,3/1/2019,159," $2,383 ", $14.99 
23,2/28/2019,88," $1,319 ", $14.99 
23,2/27/2019,87," $1,304 ", $14.99 
23,2/26/2019,88," $1,319 ", $14.99 
23,2/25/2019,133," $1,726 ", $12.98 
23,2/24/2019,129," $1,934 ", $14.99 
23,2/23/2019,87," $1,304 ", $14.99 
23,2/22/2019,86," $1,289 ", $14.99 
23,2/21/2019,131," $1,964 ", $14.99 
23,2/20/2019,139," $1,941 ", $13.97 
23,2/19/2019,103," $1,544 ", $14.99 
23,2/18/2019,160," $2,068 ", $12.93 
23,2/17/2019,189," $2,312 ", $12.23 
23,2/16/2019,71," $1,064 ", $14.99 
23,2/15/2019,136," $2,039 ", $14.99 
23,2/14/2019,152," $2,040 ", $13.42 
23,2/13/2019,171," $2,249 ", $13.15 
23,2/12/2019,151," $1,878 ", $12.44 
23,2/11/2019,161," $1,972 ", $12.25 
23,2/10/2019,116," $1,665 ", $14.35 
23,2/9/2019,99," $1,484 ", $14.99 
23,2/8/2019,88," $1,221 ", $13.88 
23,2/7/2019,125," $1,874 ", $14.99 
23,2/6/2019,125," $1,874 ", $14.99 
23,2/5/2019,123," $1,844 ", $14.99 
23,2/4/2019,88," $1,274 ", $14.47 
23,2/3/2019,112," $1,622 ", $14.48 
23,2/2/2019,123," $1,844 ", $14.99 
23,2/1/2019,105," $1,460 ", $13.91 
23,1/31/2019,65, $974 , $14.99 
23,1/30/2019,139," $1,836 ", $13.21 
23,1/29/2019,168," $1,674 ", $9.97 
23,1/28/2019,95," $1,424 ", $14.99 
23,1/27/2019,121," $1,728 ", $14.28 
23,1/26/2019,105," $1,556 ", $14.81 
23,1/25/2019,184," $2,456 ", $13.35 
23,1/24/2019,144," $2,159 ", $14.99 
23,1/23/2019,66, $989 , $14.99 
23,1/22/2019,164," $2,069 ", $12.62 
23,1/21/2019,87," $1,304 ", $14.99 
23,1/20/2019,121," $1,814 ", $14.99 
23,1/19/2019,198," $2,550 ", $12.88 
23,1/18/2019,91," $1,364 ", $14.99 
23,1/17/2019,145," $1,944 ", $13.40 
23,1/16/2019,121," $1,814 ", $14.99 
23,1/15/2019,104," $1,559 ", $14.99 
23,1/14/2019,67," $1,004 ", $14.99 
23,1/13/2019,83," $1,244 ", $14.99 
23,1/12/2019,150," $2,191 ", $14.61 
23,1/11/2019,135," $2,024 ", $14.99 
23,1/10/2019,155," $2,101 ", $13.55 
23,1/9/2019,104," $1,519 ", $14.61 
23,1/8/2019,120," $1,745 ", $14.54 
23,1/7/2019,92," $1,379 ", $14.99 
23,1/6/2019,180," $2,452 ", $13.62 
23,1/5/2019,125," $1,689 ", $13.51 
23,1/4/2019,123," $1,753 ", $14.25 
23,1/3/2019,156," $2,077 ", $13.31 
23,1/2/2019,95," $1,424 ", $14.99 
23,1/1/2019,168," $1,964 ", $11.69 
24,8/31/2019,124," $1,859 ", $14.99 
24,8/30/2019,112," $1,679 ", $14.99 
24,8/29/2019,127," $1,789 ", $14.08 
24,8/28/2019,214," $2,518 ", $11.77 
24,8/27/2019,199," $2,102 ", $10.56 
24,8/26/2019,97," $1,392 ", $14.35 
24,8/25/2019,86," $1,289 ", $14.99 
24,8/24/2019,100," $1,499 ", $14.99 
24,8/23/2019,106," $1,589 ", $14.99 
24,8/22/2019,128," $1,777 ", $13.88 
24,8/21/2019,111," $1,664 ", $14.99 
24,8/20/2019,98," $1,469 ", $14.99 
24,8/19/2019,83," $1,244 ", $14.99 
24,8/18/2019,124," $1,773 ", $14.30 
24,8/17/2019,80," $1,196 ", $14.95 
24,8/16/2019,145," $1,699 ", $11.72 
24,8/15/2019,143," $1,826 ", $12.77 
24,8/14/2019,126," $1,889 ", $14.99 
24,8/13/2019,69," $1,034 ", $14.99 
24,8/12/2019,110," $1,649 ", $14.99 
24,8/11/2019,117," $1,754 ", $14.99 
24,8/10/2019,135," $1,879 ", $13.92 
24,8/9/2019,101," $1,488 ", $14.73 
24,8/8/2019,126," $1,559 ", $12.37 
24,8/7/2019,150," $1,785 ", $11.90 
24,8/6/2019,131," $1,786 ", $13.63 
24,8/5/2019,108," $1,504 ", $13.93 
24,8/4/2019,82," $1,229 ", $14.99 
24,8/3/2019,131," $1,952 ", $14.90 
24,8/2/2019,62, $929 , $14.99 
24,8/1/2019,155," $1,923 ", $12.41 
24,7/31/2019,88," $1,319 ", $14.99 
24,7/30/2019,79," $1,184 ", $14.99 
24,7/29/2019,88," $1,319 ", $14.99 
24,7/28/2019,124," $1,796 ", $14.49 
24,7/27/2019,139," $1,739 ", $12.51 
24,7/26/2019,122," $1,648 ", $13.51 
24,7/25/2019,101," $1,514 ", $14.99 
24,7/24/2019,126," $1,889 ", $14.99 
24,7/23/2019,198," $2,322 ", $11.73 
24,7/22/2019,86," $1,289 ", $14.99 
24,7/21/2019,82," $1,229 ", $14.99 
24,7/20/2019,79," $1,184 ", $14.99 
24,7/19/2019,101," $1,514 ", $14.99 
24,7/18/2019,125," $1,874 ", $14.99 
24,7/17/2019,102," $1,529 ", $14.99 
24,7/16/2019,115," $1,724 ", $14.99 
24,7/15/2019,100," $1,462 ", $14.62 
24,7/14/2019,116," $1,739 ", $14.99 
24,7/13/2019,96," $1,433 ", $14.93 
24,7/12/2019,118," $1,553 ", $13.16 
24,7/11/2019,113," $1,694 ", $14.99 
24,7/10/2019,94," $1,409 ", $14.99 
24,7/9/2019,129," $1,776 ", $13.77 
24,7/8/2019,125," $1,839 ", $14.71 
24,7/7/2019,93," $1,394 ", $14.99 
24,7/6/2019,188," $2,195 ", $11.68 
24,7/5/2019,123," $1,844 ", $14.99 
24,7/4/2019,136," $1,874 ", $13.78 
24,7/3/2019,117," $1,699 ", $14.52 
24,7/2/2019,132," $1,751 ", $13.27 
24,7/1/2019,86," $1,289 ", $14.99 
24,6/30/2019,86," $1,264 ", $14.70 
24,6/29/2019,107," $1,502 ", $14.04 
24,6/28/2019,173," $2,227 ", $12.87 
